1	и в	22	35
2	как бы	3	31
3	и не	21	27
4	что он	8	24
5	в его	8	21
6	но в	5	19
7	не может	3	18
8	как и	3	18
9	к себе	5	18
10	в нем	3	16
11	к другому	1	16
12	то же	7	15
13	и все	2	15
14	в этом	8	14
15	и его	6	14
16	в сущности	2	14
17	все это	5	14
18	может быть	6	14
19	но и	4	14
20	к нему	5	13
21	он не	5	13
22	что я	1	13
23	человека из	1	13
24	и к	3	12
25	прежде всего	5	12
26	в другом	2	12
27	и с	4	12
28	в то	6	11
29	в пределах	2	11
30	же время	5	10
31	то что	4	10
32	не в	4	10
33	самом деле	6	10
34	не только	5	10
35	ни одного	1	9
36	в отношении	4	9
37	потому что	10	8
38	я не	1	8
39	себя и	2	8
40	самого начала	4	8
41	и для	4	8
42	как мы	2	8
43	так и	4	8
44	с самого	4	8
45	все же	4	8
46	точки зрения	4	7
47	с ним	5	7
48	и наконец	1	7
49	а в	7	7
50	себя самого	1	7
51	вовсе не	4	7
52	с его	3	7
53	себе и	1	7
54	на них	3	7
55	еще не	6	7
56	так же	4	7
57	отношению к	3	7
58	отношении к	1	7
59	и сам	5	7
60	таким образом	12	7
61	отношение к	5	6
62	он с	1	6
63	что в	5	6
64	к тому	6	6
65	у меня	1	6
66	что у	1	6
67	в одном	2	6
68	в слове	1	6
69	и что	6	6
70	но не	1	6
71	не знает	3	6
72	только в	1	6
73	он сам	1	6
74	в самом	9	6
75	и на	2	6
76	в каждом	1	6
77	по отношению	5	6
78	что они	2	6
79	к своему	2	5
80	он и	2	5
81	к самому	1	5
82	да и	1	5
83	так что	6	5
84	и даже	3	5
85	в конце	7	5
86	как к	1	5
87	когда я	1	5
88	и это	2	5
89	себе самом	1	5
90	во время	6	5
91	я теперь	1	5
92	в том	12	5
93	в себе	4	5
94	как в	2	5
95	на него	4	5
96	в глаза	3	5
97	на его	2	4
98	а не	4	4
99	я ведь	2	4
100	но он	1	4
101	с другом	1	4
102	же не	1	4
103	но все	4	4
104	в своей	5	4
105	все его	1	4
106	из своего	3	4
107	он старается	1	4
108	во всем	1	4
109	во всяком	3	4
110	не о	3	4
111	никогда не	3	4
112	по своему	3	4
113	и у	1	4
114	бы в	4	4
115	он хочет	1	4
116	с другой	4	4
117	и без	2	4
118	тот же	2	4
119	его отношение	1	4
120	только на	1	4
121	его в	8	4
122	тем что	5	4
123	человек и	1	4
124	с которым	1	4
125	все время	2	4
126	что ты	2	4
127	нет и	4	4
128	как раз	6	4
129	всяком случае	3	4
130	друг с	1	4
131	которым он	2	4
132	в мире	2	4
133	что не	3	4
134	между тем	2	4
135	в них	3	4
136	до конца	4	4
137	друг другу	1	4
138	в чем	1	4
139	у него	4	4
140	но как	1	4
141	так как	11	4
142	вот я	1	3
143	под влиянием	2	3
144	сводится к	1	3
145	это я	1	3
146	в ее	3	3
147	к концу	2	3
148	было бы	3	3
149	к одному	1	3
150	а с	1	3
151	мы остановимся	1	3
152	все эти	1	3
153	и мысли	3	3
154	ни было	2	3
155	тому же	6	3
156	человека с	1	3
157	нет в	1	3
158	перед его	1	3
159	в реальном	1	3
160	в виду	2	3
161	сказать что	1	3
162	том что	13	3
163	в одной	1	3
164	бы его	1	3
165	уже в	2	3
166	и во	2	3
167	только что	7	3
168	конце концов	2	3
169	с этим	3	3
170	ибо в	1	3
171	как его	1	3
172	такой же	1	3
173	ничего не	3	3
174	во всех	2	3
175	бы то	2	3
176	то ни	3	3
177	когда он	4	3
178	в котором	2	3
179	его и	1	3
180	в начале	3	3
181	это как	1	3
182	он уже	1	3
183	не как	2	3
184	и со	2	3
185	сам не	1	3
186	за пределы	2	3
187	он только	1	3
188	говорить о	3	3
189	и от	1	3
190	со всеми	1	3
191	не мог	2	3
192	диалога с	1	3
193	нуждается в	2	3
194	в целом	3	3
195	этого не	1	3
196	а так	1	3
197	из них	5	3
198	эти слова	1	3
199	но так	1	3
200	о своей	1	3
201	он знает	4	3
202	что и	8	3
203	с тем	4	3
204	другой стороны	2	3
205	это не	2	3
206	конечно в	1	2
207	мы можем	3	2
208	о том	8	2
209	однако в	4	2
210	хотя и	5	2
211	обращает на	1	2
212	с точки	3	2
213	с тобой	1	2
214	на которой	1	2
215	я и	1	2
216	в которой	3	2
217	что с	2	2
218	он так	3	2
219	еще до	1	2
220	при этом	7	2
221	что на	1	2
222	же ты	1	2
223	приводит к	3	2
224	например в	1	2
225	а как	2	2
226	это в	2	2
227	и та	1	2
228	в душе	1	2
229	как можно	1	2
230	в сторону	1	2
231	этот раз	2	2
232	вместе с	9	2
233	именно потому	2	2
234	теперь же	3	2
235	что его	5	2
236	отличие от	2	2
237	и по	1	2
238	обращается к	3	2
239	не кажется	1	2
240	а что	1	2
241	к ней	8	2
242	говорит о	1	2
243	ни в	10	2
244	конечно не	3	2
245	теперь он	1	2
246	и лишь	1	2
247	их в	3	2
248	в эти	1	2
249	вопрос о	1	2
250	для этого	1	2
251	и он	2	2
252	да что	2	2
253	как все	1	2
254	в первом	1	2
255	друг друга	4	2
256	или в	1	2
257	материал для	1	2
258	ли это	1	2
259	и как	1	2
260	теми же	1	2
261	я этого	1	2
262	такое же	2	2
263	столь же	3	2
264	это было	1	2
265	в произведениях	2	2
266	без всякого	2	2
267	надо было	1	2
268	той же	1	2
269	другой как	1	2
270	что все	1	2
271	в раннем	1	2
272	с другими	2	2
273	им в	1	2
274	меня в	1	2
275	те же	1	2
276	одной из	3	2
277	время как	2	2
278	то в	1	2
279	если я	1	2
280	со словами	1	2
281	из его	2	2
282	особенно в	1	2
283	эпизод с	1	2
284	на этом	1	2
285	в ней	4	2
286	как он	3	2
287	я уверен	1	2
288	с уже	2	2
289	не хочет	5	2
290	себя за	1	2
291	в большинстве	1	2
292	места в	1	2
293	на этот	3	2
294	бы не	2	2
295	ты меня	1	2
