296	мы знаем	2	2
297	кто живет	1	2
298	в своем	8	2
299	не менее	5	2
300	в построении	1	2
301	уверен что	1	2
302	со своим	1	2
303	в отличие	1	2
304	ипполита и	4	2
305	на тему	1	2
306	отрывок из	2	2
307	правда он	2	2
308	было в	1	2
309	еще один	1	2
310	с этой	3	2
311	после стольких	1	2
312	нет ни	2	2
313	подобно тому	1	2
314	из этого	2	2
315	в этот	1	2
316	iv в	5	2
317	мог бы	1	2
318	чтобы не	1	2
319	тому как	1	2
320	войти в	1	2
321	бы он	3	2
322	уж не	1	2
323	жизнь и	1	2
324	не случайно	1	2
325	на вопрос	2	2
326	отца не	3	2
327	можно было	2	2
328	хотя бы	4	2
329	не приносит	1	2
330	да еще	1	2
331	надо мной	1	2
332	будет и	1	2
333	времени и	1	2
334	в которых	5	2
335	с собой	1	2
336	в этих	1	2
337	слова с	1	2
338	за ним	2	2
339	по своей	1	2
340	раз в	2	2
341	а затем	2	2
342	тому что	2	2
343	самое главное	1	2
344	все равно	3	2
345	о них	1	2
346	он больше	1	1
347	в статье	1	1
348	и между	1	1
349	обращаясь к	1	1
350	свою очередь	6	1
351	ему в	1	1
352	его можно	1	1
353	к которой	1	1
354	создает в	1	1
355	наконец на	1	1
356	подобное сравнение	1	1
357	что герои	1	1
358	здесь и	2	1
359	себя среди	1	1
360	значение в	1	1
361	весь в	1	1
362	он оказывается	1	1
363	рассказ является	1	1
364	но вот	1	1
365	и она	1	1
366	же из	1	1
367	не могут	2	1
368	в своих	2	1
369	признаться в	3	1
370	в стороне	1	1
371	человека который	2	1
372	что человек	1	1
373	которой она	1	1
374	зависимости от	1	1
375	а то	1	1
376	чем ты	1	1
377	не входит	1	1
378	ясно с	1	1
379	от их	1	1
380	ипполита в	3	1
381	идет в	1	1
382	и поэтому	4	1
383	и их	1	1
384	еще из	1	1
385	я тебе	1	1
386	в кругу	1	1
387	действию а	1	1
388	еще меньше	1	1
389	на жизнь	1	1
390	я на	1	1
391	и ненависть	2	1
392	вопрос почему	1	1
393	сцену в	1	1
394	о его	2	1
395	гостя если	1	1
396	наконец как	1	1
397	другой и	1	1
398	своей любви	2	1
399	чтобы сделать	1	1
400	свое время	1	1
401	этот момент	1	1
402	в свою	7	1
403	нас в	1	1
404	человек в	1	1
405	а уж	1	1
406	сам себе	1	1
407	совпадают с	4	1
408	и само	1	1
409	трудно сказать	1	1
410	случае в	1	1
411	этом отношении	2	1
412	то это	5	1
413	в изображении	2	1
414	человек у	1	1
415	и до	1	1
416	для оправдания	1	1
417	его образ	1	1
418	меньше всего	4	1
419	того чтобы	6	1
420	так я	2	1
421	в доме	10	1
422	по крайней	1	1
423	ты сделаешь	1	1
424	в первой	1	1
425	перед нами	1	1
426	участие в	1	1
427	и весь	1	1
428	перед собой	1	1
429	найти в	1	1
430	в середине	1	1
431	с известной	2	1
432	от них	1	1
433	за то	2	1
434	что по	1	1
435	свое собственное	1	1
436	никак не	1	1
437	здесь не	2	1
438	в другой	1	1
439	любви к	5	1
440	к этому	6	1
441	только здесь	1	1
442	что касается	2	1
443	тем более	4	1
444	иным как	1	1
445	именно это	1	1
446	и потому	1	1
447	превращается в	1	1
448	один из	3	1
449	которой в	1	1
450	что тебя	1	1
451	дела и	1	1
452	такого отношения	2	1
453	и ее	2	1
454	еще одна	1	1
455	и если	2	1
456	в двух	3	1
457	тем не	3	1
458	чтобы они	1	1
459	могли бы	1	1
460	и совершенно	1	1
461	по всему	3	1
462	они были	1	1
463	с одной	3	1
464	а они	1	1
465	еще раз	1	1
466	во многом	1	1
467	в себя	1	1
468	же на	1	1
469	не могла	3	1
470	при всем	2	1
471	чем он	1	1
472	ну а	1	1
473	с отцом	2	1
474	еще хуже	1	1
475	этом случае	2	1
476	под названием	1	1
477	что из	1	1
478	руки и	1	1
479	его отца	2	1
480	не совсем	2	1
481	человеком и	1	1
482	лицом к	1	1
483	вести а	1	1
484	мы оставляем	1	1
485	в весьма	1	1
486	призыв к	1	1
487	я тебя	1	1
488	если не	3	1
489	в живых	1	1
490	что слова	1	1
491	всего в	1	1
492	ли в	2	1
493	в качестве	2	1
494	с известными	1	1
495	уже после	1	1
496	если бы	8	1
497	как на	1	1
498	у тебя	2	1
499	или на	1	1
500	конце третьего	1	1
501	ли ты	1	1
502	и душевной	1	1
503	для того	6	1
504	ты с	1	1
505	и настойчиво	1	1
506	собой в	1	1
507	полемики с	1	1
508	впрочем и	1	1
509	ты не	1	1
510	об этом	7	1
511	суде и	1	1
512	в нее	1	1
513	уходит в	1	1
514	между ними	2	1
515	человека в	2	1
516	он искал	1	1
517	самом его	1	1
518	другого героя	1	1
519	шел за	1	1
520	того же	6	1
521	ко всем	1	1
522	приходит в	1	1
523	независимо от	1	1
524	больше всего	1	1
525	и эта	1	1
526	которую он	2	1
527	его глазах	1	1
528	и пришел	1	1
529	путь к	1	1
530	начиная от	2	1
531	здесь мы	1	1
532	так с	1	1
533	к лицу	1	1
534	и после	2	1
535	i или	1	1
536	содержание его	1	1
537	издевается над	1	1
538	наконец не	1	1
539	могла не	1	1
540	и видит	1	1
541	любят и	1	1
542	жизнь в	1	1
543	в других	3	1
544	на которые	3	1
545	только для	2	1
546	бы на	1	1
547	в ином	1	1
548	любовь к	3	1
549	в устах	1	1
550	действующих лиц	1	1
551	ее на	1	1
552	в мир	1	1
553	себе в	3	1
554	при всей	2	1
555	впрочем что	1	1
556	отцом и	3	1
557	там говорят	1	1
558	говорить с	1	1
559	что здесь	1	1
560	отрывки из	2	1
561	но очень	1	1
562	из уст	1	1
563	известно что	1	1
564	с такими	1	1
565	требует от	1	1
566	черты и	1	1
567	делает вид	1	1
568	остается в	2	1
569	нет ничего	2	1
570	в г	2	1
571	же точно	1	1
572	же он	1	1
573	есть все	1	1
574	до сих	9	1
575	позволяет ему	1	1
576	ни одно	1	1
577	вот что	1	1
578	и других	1	1
579	своей собственной	1	1
580	и далеко	1	1
581	таким же	1	1
582	не видит	1	1
583	перед ним	3	1
584	далеко не	3	1
585	на котором	1	1
586	глаза на	1	1
587	и кончая	1	1
588	же его	1	1
589	а именно	1	1
590	говорил он	1	1
591	роль в	2	1
592	связи с	5	1
593	отца но	1	1
594	в их	2	1
595	об этих	1	1
596	для самого	1	1
597	человека а	1	1
598	все на	1	1
599	том и	1	1
600	еще раньше	1	1
601	из которых	2	1
602	живого человека	1	1
603	ему и	2	1
604	это может	1	1
605	что их	2	1
606	не должен	1	1
607	среди которых	3	1
608	один лишь	1	1
609	там на	1	1
610	признать что	1	1
611	жалуется и	1	1
612	меня и	1	1
613	и любовь	2	1
614	на того	1	1
615	к его	1	1
616	пор еще	1	1
617	она не	2	1
618	на себе	1	1
619	в ту	1	1
620	после того	1	1
621	и мы	3	1
622	ей не	1	1
623	отнюдь не	4	1
624	говорил что	1	1
625	в основе	2	1
626	ней в	2	1
627	а вот	1	1
628	в некоторых	1	1
629	быть с	1	1
630	и нуждается	1	1
631	мы еще	1	1
632	сказать и	1	1
633	чтобы в	2	1
634	ни одной	2	1
635	на фоне	1	1
636	и меня	1	1
637	тут же	4	1
638	его девушке	1	1
639	начинается с	1	1
640	он был	4	1
641	который почти	1	1
642	то время	2	1
643	ко мне	1	1
644	именно поэтому	1	1
645	не на	1	1
646	которое не	1	1
647	чтобы она	1	1
648	о тебе	1	1
649	сих пор	9	1
650	образом на	1	1
651	с ней	1	1
652	вернемся к	1	1
653	он должен	1	1
654	приходит к	1	1
655	его воли	1	1
656	чтобы дать	1	1
657	должно было	3	1
658	же самое	3	1
659	образом как	1	1
660	получают другой	1	1
661	сами себя	1	1
662	одним из	2	1
663	реагирует на	1	1
664	своего хозяина	1	1
665	в результате	2	1
666	они становятся	1	1
667	ответ на	1	1
668	в косвенной	1	1
669	говорит с	1	1
670	не является	4	1
671	но этот	1	1
672	точнее не	2	1
673	которые в	1	1
674	входящих в	1	1
675	не были	1	1
676	она только	1	1
677	совершенного им	1	1
678	не он	3	1
679	внутренняя борьба	1	1
680	от друга	1	1
681	в свое	2	1
682	она была	2	1
683	до начала	2	1
684	вид что	1	1
685	и может	1	1
686	не найдем	1	1
687	меня то	1	1
688	себя не	1	1
689	на одном	1	1
690	он говорит	2	1
691	и главное	1	1
692	не лучше	1	1
693	и только	1	1
694	в ответ	1	1
695	нисколько не	3	1
696	крайней мере	1	1
697	и особенно	2	1
698	того в	1	1
699	можно сказать	1	1
700	том как	3	1
701	человек не	1	1
702	мной и	1	1
703	находятся в	1	1
704	не удалось	1	1
705	так быстро	1	1
706	друг от	1	1
707	сразу же	4	1
708	в основном	1	1
709	он тотчас	1	1
710	без них	1	1
711	цитатами из	1	1
712	как впрочем	1	1
713	некоторое время	1	1
714	был в	1	1
715	по сравнению	2	1
716	во втором	1	1
717	мы не	2	1
718	к диалогу	1	1
719	о чем	7	1
720	в этой	3	1
721	своему герою	1	1
722	отношения к	2	1
723	образец такого	1	1
724	v в	1	1
725	который попадает	1	1
726	них не	1	1
727	том же	1	1
