1	не может быть	9	17
2	в том что	4	13
3	по отношению к	7	9
4	в то же	1	9
5	той или иной	1	8
6	о том что	3	8
7	то же время	1	7
8	состоит в том	3	6
9	с точки зрения	6	6
10	с одной стороны	2	6
11	что иное как	2	6
12	в таком случае	1	5
13	в этом отношении	2	5
14	не что иное	2	5
15	подобно тому как	5	5
16	в этом случае	10	4
17	есть не что	1	4
18	для того чтобы	3	3
19	то ни было	2	3
20	в данном случае	2	3
21	тех или иных	1	3
22	тем не менее	6	3
23	бы то ни	3	3
24	в том или	1	3
25	в обоих случаях	2	2
26	друг с другом	1	2
27	этой точки зрения	1	2
28	более или менее	2	2
29	одно и то	1	2
30	не могут быть	4	2
31	к тому что	4	2
32	том что он	1	2
33	коем случае не	1	2
34	ни в коем	1	2
35	и то же	1	2
36	на то что	3	2
37	дело не в	2	2
38	далеко не всегда	1	2
39	в связи с	9	2
40	это означает что	1	2
41	в первом случае	3	2
42	как и в	3	2
43	с этой точки	1	2
44	и тот же	1	2
45	с другой стороны	5	2
46	в коем случае	1	2
47	и таким образом	2	1
48	в противном случае	1	1
49	она может быть	1	1
50	в таких случаях	2	1
51	может быть определено	1	1
52	не ощущается как	1	1
53	мы имеем в	2	1
54	до сих пор	1	1
55	как будто не	2	1
56	к тому или	1	1
57	точки зрения исторической	1	1
58	которые могут быть	1	1
59	но то что	1	1
60	здесь как и	1	1
61	между прочим и	1	1
62	и в качестве	1	1
63	самом деле в	1	1
64	а затем уже	1	1
65	в тех случаях	2	1
66	приводит к тому	1	1
67	что же касается	1	1
68	один и тот	1	1
69	во втором случае	1	1
70	как мы увидим	5	1
71	во всей своей	1	1
72	могут быть зафиксированы	1	1
73	во всяком случае	2	1
74	на этот вопрос	1	1
75	на первый взгляд	3	1
76	можно сказать что	1	1
77	и даже не	1	1
78	но никто не	2	1
79	или выражаясь точнее	1	1
80	в частности как	1	1
81	о том как	2	1
82	а вовсе не	2	1
83	собственном смысле слова	3	1
84	здесь мы имеем	1	1
85	волшебная сказка в	1	1
86	тех случаях когда	2	1
87	в этих случаях	14	1
88	живой язык есть	1	1
89	но если бы	1	1
90	в ходе повествования	1	1
91	и не требует	1	1
92	можно было бы	2	1
93	до известной степени	1	1
94	но и его	1	1
95	только в том	1	1
96	он может быть	2	1
97	это не всегда	1	1
98	он ничего не	1	1
99	оно может быть	2	1
100	в свою очередь	1	1
101	всех этих случаях	1	1
102	как один из	1	1
103	далеко не все	3	1
104	том случае если	2	1
105	в отдельных случаях	3	1
106	герой волшебной сказки	1	1
107	см ниже в	1	1
108	в третий раз	1	1
109	а н веселовский	1	1
110	и как будто	1	1
111	мы видим как	1	1
112	в применении к	1	1
113	в собственном смысле	3	1
114	в том случае	3	1
115	между тем в	1	1
116	в е годы	1	1
117	или во всяком	1	1
118	во всех этих	1	1
119	во второй раз	2	1
120	героя к месту	1	1
121	а в качестве	1	1
